,Word1,Word2,Cosine,Pearson CC,Spearman's rank CC
161,bằng,văn_bằng,0.38819353628727343,"(0.05727215584268187, 0.48634013312711843)","SpearmanrResult(correlation=0.055613138361704964, pvalue=0.49907583818749923)"
162,tĩnh_dưỡng,lộn_xộn,-0.13624119745631122,"(-0.014662587385263904, 0.8586549698733)","SpearmanrResult(correlation=-0.04104182408107027, pvalue=0.6180169088536519)"
163,nhốt,thả,3.046252353062899,"(0.391201511157102, 7.426869190402659e-07)","SpearmanrResult(correlation=0.38375927819014183, pvalue=1.2491617529122846e-06)"
164,nội_tiết,huyệt,1.6953336026131642,"(0.1886423684521235, 0.020785567564357715)","SpearmanrResult(correlation=0.1945099782212543, pvalue=0.017072192739719674)"
165,phụ_bản,truyện_tranh,2.1249719855681595,"(0.3479596568032781, 1.2823003687644935e-05)","SpearmanrResult(correlation=0.3754069069736433, pvalue=2.2055513585688085e-06)"
166,phong_thư,địa_chỉ,1.3033940648650413,"(0.2513459633743547, 0.001918555138931622)","SpearmanrResult(correlation=0.19809413751722302, pvalue=0.015099526719664948)"
167,thời_bình,thời_chiến,4.382605991305681,"(0.5981912613552053, 6.311695636762253e-16)","SpearmanrResult(correlation=0.5782034757100316, pvalue=9.334491184177537e-15)"
168,áo_quan,quan_tài,5.116827002991177,"(0.6819494473837755, 7.480429603657436e-22)","SpearmanrResult(correlation=0.6685043779723544, pvalue=9.016519958163451e-21)"
169,trẩy_hội,ví,0.3902904453867127,"(0.05000167746661728, 0.5434194282559596)","SpearmanrResult(correlation=0.04092448553269035, pvalue=0.6190226435604831)"
170,cũ_kỹ,mới_mẻ,2.278377458248127,"(0.3303137320445229, 3.657179632304356e-05)","SpearmanrResult(correlation=0.3262740566247389, pvalue=4.607869952549048e-05)"
171,sân_vận_động,khán_đài,4.851300990727477,"(0.5714301543691234, 2.23236954702223e-14)","SpearmanrResult(correlation=0.5291879639095071, pvalue=3.3584316367460394e-12)"
172,được,mất,-0.03007811278892033,"(0.0021568857295563536, 0.9791014913524799)","SpearmanrResult(correlation=-0.030246677630116896, pvalue=0.713298457372199)"
173,hiểu,tiên_lượng,1.871684218798141,"(0.2555596072285657, 0.0015975556773274767)","SpearmanrResult(correlation=0.31298635494910887, pvalue=9.632898147856486e-05)"
174,quét_dọn,loại_bỏ,0.33266584631814167,"(0.04744182591381986, 0.5642736111205398)","SpearmanrResult(correlation=0.03684608204809103, pvalue=0.6544076320461669)"
175,bay_hơi,bay,1.0164938826956782,"(0.1419739283702925, 0.08308458825331391)","SpearmanrResult(correlation=0.17372683230365793, pvalue=0.03349445187207553)"
176,dễ_dàng,khó_khăn,2.9335288124587424,"(0.436611588621884, 2.3299368438699123e-08)","SpearmanrResult(correlation=0.41028845726476737, pvalue=1.8442158341855504e-07)"
177,gạ,gạ_gẫm,5.177441410894082,"(0.6755924101435686, 2.467189879437611e-21)","SpearmanrResult(correlation=0.6449833325925597, pvalue=5.21087174126798e-19)"
178,nhậm_chức,nhiệm_chức,1.9484372357421558,"(0.31543490662714724, 8.430705435983539e-05)","SpearmanrResult(correlation=0.31878216809635984, pvalue=7.01304956428587e-05)"
179,hổ_thẹn,bắt_buộc,2.174036073545451,"(0.289324728279118, 0.0003294613245874798)","SpearmanrResult(correlation=0.33006444730876927, pvalue=3.710051515047002e-05)"
180,dấu_hiệu,đặc_trưng,0.8457208749937547,"(0.12922763670446905, 0.1150062512970253)","SpearmanrResult(correlation=0.11623094359749322, pvalue=0.15664978596477028)"
181,người_dân,tộc_người,2.5046131723103184,"(0.34384143804185674, 1.6469992977253016e-05)","SpearmanrResult(correlation=0.33818214142850794, pvalue=2.309923807660863e-05)"
182,bật_lửa,giảm_xóc,1.6895377856097207,"(0.17554490538703013, 0.031657716981326356)","SpearmanrResult(correlation=0.16654784657095872, pvalue=0.04165285797623258)"
183,sinh_vật_cảnh,không_trung,0.5380852798617138,"(0.07378727589928094, 0.3695215102126093)","SpearmanrResult(correlation=0.0998995510911596, pvalue=0.22386128519936488)"
184,chần_chờ,dứt_khoát,-0.4722500617426884,"(-0.08047424083648037, 0.3276057181198225)","SpearmanrResult(correlation=-0.06374149962220543, pvalue=0.4383818769286101)"
185,tư_thế,phong_thái,2.679533297718525,"(0.3372479763468769, 2.4410310901957037e-05)","SpearmanrResult(correlation=0.34699675541135167, pvalue=1.3600137368667062e-05)"
186,máy_vi_tính,phím,1.9091508112930242,"(0.23163868597060142, 0.0043424918182578985)","SpearmanrResult(correlation=0.2202106760300458, pvalue=0.006773501011177355)"
187,sụp_đổ,kìm_nén,1.8399308442453235,"(0.2215668041127968, 0.006432475232624965)","SpearmanrResult(correlation=0.15931908084803767, pvalue=0.051488443429368445)"
188,mắc_kẹt,cầm_giữ,3.4149420595003708,"(0.4761488745747709, 7.344679756062542e-10)","SpearmanrResult(correlation=0.492990799591093, pvalue=1.465681370964695e-10)"
189,hình_hoạ,khí_quyển,0.5541633215430314,"(0.09656004060951646, 0.23980673195053248)","SpearmanrResult(correlation=0.05185830481354727, pvalue=0.528535589598401)"
190,thuộc_địa,kiều_dân,1.755755657989774,"(0.320402744972637, 6.409964283802779e-05)","SpearmanrResult(correlation=0.317338548379928, pvalue=7.594634925026157e-05)"
191,nhà_hát,sân_khấu,3.55078365469329,"(0.43708785313902154, 2.2406448485291337e-08)","SpearmanrResult(correlation=0.40843593048579935, pvalue=2.119327097526734e-07)"
192,thìa,muỗng,7.121486933184262,"(0.8412112796381572, 2.3350958438590995e-41)","SpearmanrResult(correlation=0.8365580692475222, pvalue=1.6504002550459229e-40)"
193,tỏ,biểu_lộ,4.1991798549402235,"(0.49643884853028675, 1.0422963968984859e-10)","SpearmanrResult(correlation=0.4923934397084315, pvalue=1.55425094225329e-10)"
194,chiến_tranh,trận_chiến,2.9965349939506067,"(0.4094996723850312, 1.9568975155493554e-07)","SpearmanrResult(correlation=0.39401395617583, pvalue=6.081618748469652e-07)"
195,cộc,va,0.22243087329515837,"(0.052376154435571955, 0.5244211549283972)","SpearmanrResult(correlation=0.052487666118494154, pvalue=0.5235372991628598)"
196,tính_sổ,giám_đốc_thẩm,0.17370885615690662,"(0.030487757076179747, 0.7111144810015334)","SpearmanrResult(correlation=0.03487266100715588, pvalue=0.6718158812241921)"
197,hơn,thua,0.5507680137565286,"(0.07176221692914601, 0.38283890682163885)","SpearmanrResult(correlation=0.06277434552646784, pvalue=0.44537568718856346)"
198,cựu_binh,tân_binh,3.2420041073508754,"(0.45534781647155703, 4.782476224862888e-09)","SpearmanrResult(correlation=0.3914609538201698, pvalue=7.291777932436576e-07)"
199,tính_sổ,nuôi_dưỡng,0.3726741320237071,"(0.07575068692583031, 0.3568853802800684)","SpearmanrResult(correlation=0.03777056758078137, pvalue=0.6463152488135899)"
200,hâm_nóng,cải_biến,2.5720129338040096,"(0.3912124945373575, 7.421102112923951e-07)","SpearmanrResult(correlation=0.4008089248411041, pvalue=3.723955661859315e-07)"
201,bón,tẩm,1.8472939115297144,"(0.23087056969637743, 0.004477169156012565)","SpearmanrResult(correlation=0.24139561758300374, pvalue=0.0029214324603843355)"
202,thảm,thê_thảm,1.5615973777445238,"(0.2227953845627825, 0.006136814122490393)","SpearmanrResult(correlation=0.23519800880039116, pvalue=0.0037646789625387735)"
203,lắp_đặt,nhồi_nhét,0.6904308697748174,"(0.09123605785809195, 0.2668357854884465)","SpearmanrResult(correlation=0.13170185341570737, pvalue=0.10815882241653026)"
204,tạo_hoá,tạo_vật,1.46616401694185,"(0.2937621910988106, 0.00026369572619233867)","SpearmanrResult(correlation=0.2901942308547047, pvalue=0.0003154857546757754)"
205,hen,cúm,2.58207775655043,"(0.33866580706982535, 2.2446772083035568e-05)","SpearmanrResult(correlation=0.3205173563269479, pvalue=6.369207064692917e-05)"
206,mệt_mỏi,mỏi_mệt,5.370640695617274,"(0.7719931324217844, 6.322050556742874e-31)","SpearmanrResult(correlation=0.7536672741010711, pvalue=9.150604848093044e-29)"
207,tắc_nghẽn,thông_suốt,2.9009334710127694,"(0.3583023691164828, 6.732565510092232e-06)","SpearmanrResult(correlation=0.33971109827103424, pvalue=2.1095500234472935e-05)"
208,trọng,coi_trọng,2.3905593872342354,"(0.37822942031127726, 1.8232521202923747e-06)","SpearmanrResult(correlation=0.3877096759855993, pvalue=9.493919102394429e-07)"
209,đẽo,bắt,0.4760674193246272,"(0.0651490062551962, 0.4283162503044652)","SpearmanrResult(correlation=0.0767945242010756, pvalue=0.35027851160547596)"
210,hú,ca,1.0067299137169623,"(0.14693166041277272, 0.07277566298448378)","SpearmanrResult(correlation=0.1421272056535846, pvalue=0.08274919981611298)"
211,danh_sách,mục,1.8757389109656686,"(0.257872054283198, 0.0014429728048971516)","SpearmanrResult(correlation=0.25428507933685945, pvalue=0.0016890661104484003)"
212,chuyển_nhượng,phát_mại,1.3460122879977643,"(0.18198896178900137, 0.025820430394993245)","SpearmanrResult(correlation=0.19152317880794703, pvalue=0.018883386781873682)"
213,vòng_tay,trang_sức,0.9194561167290912,"(0.109806366604761, 0.18101178878671115)","SpearmanrResult(correlation=0.10215387350548913, pvalue=0.21353084443394849)"
214,đổ_bê_tông,chăm_sóc,0.3998483312214261,"(0.05592149896983262, 0.49669546661241937)","SpearmanrResult(correlation=0.047747899906662526, pvalue=0.5617601909049064)"
215,kín,phát,0.1152108541056258,"(0.020787897284575356, 0.8006575836919929)","SpearmanrResult(correlation=0.044579759100404466, pvalue=0.5880318803947039)"
216,người_tình,chiến_sĩ,0.7714749008278078,"(0.11315891331891856, 0.1679727828290335)","SpearmanrResult(correlation=0.10244899773323259, pvalue=0.21220406639822553)"
217,cuối,đầu,3.3927585718348414,"(0.6430449192847206, 7.166079040221696e-19)","SpearmanrResult(correlation=0.6491790746255389, pvalue=2.593980402589273e-19)"
218,cần_tây,đậu_bắp,3.089822345169354,"(0.5554322772045786, 1.6201921749434718e-13)","SpearmanrResult(correlation=0.5332912573892173, pvalue=2.126811942114344e-12)"
219,định_kì,bất_thường,0.9437437047093404,"(0.15671415862847152, 0.05547426848224646)","SpearmanrResult(correlation=0.11693853060136006, pvalue=0.154124856660559)"
220,thiện_chí,ác_ý,2.430093299531751,"(0.30569121417704126, 0.00014232599454907152)","SpearmanrResult(correlation=0.30325081114716207, pvalue=0.0001618137749195504)"
221,biên_cương,biên_giới,2.6263364616110323,"(0.3589819172598699, 6.44838945373683e-06)","SpearmanrResult(correlation=0.3579590204009067, pvalue=6.880618285681066e-06)"
222,sông,cửa_sông,4.915177917272386,"(0.644371018912213, 5.764041501312359e-19)","SpearmanrResult(correlation=0.6256829192408552, pvalue=1.1264614781380862e-17)"
223,tím,bẹp,0.793003014404121,"(0.10774516333130804, 0.18938917203804048)","SpearmanrResult(correlation=0.08132450331125829, pvalue=0.32250398037095496)"
224,năm_âm_lịch,tháng_âm_lịch,4.082892250064509,"(0.5586922861232262, 1.091137115439038e-13)","SpearmanrResult(correlation=0.4779607982577004, pvalue=6.201289472943651e-10)"
225,đỡ_đần,suy_xét,1.2358835328719542,"(0.15703807384461638, 0.05496519384409506)","SpearmanrResult(correlation=0.14839237299435531, pvalue=0.06994425830549929)"
226,bầm,mệ,0.26058720696312243,"(0.05183358261166465, 0.5287324193147614)","SpearmanrResult(correlation=0.05973065469576427, pvalue=0.4677915547770264)"
227,dáng,tản_bộ,0.7000146268622388,"(0.0982031708636795, 0.23186477509770906)","SpearmanrResult(correlation=0.12364105071336504, pvalue=0.1317056462593552)"
228,sinh_vật,tế_bào,3.674691741864989,"(0.498455533520185, 8.523801958635607e-11)","SpearmanrResult(correlation=0.4941144050846704, pvalue=1.3121290070676263e-10)"
229,nhau,rau,0.7694810512891079,"(0.11678120491823576, 0.15468358844440738)","SpearmanrResult(correlation=0.10573447708787058, pvalue=0.19783038776686657)"
230,đồng_tình,phản_đối,2.383423478340854,"(0.28725385605455955, 0.00036508781366926217)","SpearmanrResult(correlation=0.29347971020934266, pvalue=0.0002674889055332429)"
231,thanh,dụng_cụ,0.8747689646034615,"(0.14611371754832309, 0.07440125836583819)","SpearmanrResult(correlation=0.17296235388239478, pvalue=0.0342933003581577)"
232,điệu,háo,0.7718321118720162,"(0.1104169518001712, 0.17858325838385644)","SpearmanrResult(correlation=0.08291746299835548, pvalue=0.3130847818662008)"
233,tử_trận,tiếp_sức,0.601801282096748,"(0.07346359445335743, 0.3716307807671961)","SpearmanrResult(correlation=0.0774594426418952, pvalue=0.34611027986866594)"
234,trù_dập,trù_úm,3.220759591401591,"(0.5923199217513957, 1.4197191303138358e-15)","SpearmanrResult(correlation=0.6096039823992178, pvalue=1.2441359578571185e-16)"
235,tứ_kết,trận_đấu,3.367683938740265,"(0.39608337504165375, 5.243810891184933e-07)","SpearmanrResult(correlation=0.381238277256767, pvalue=1.4854619456976254e-06)"
236,tình_ca,ca_khúc,4.046949556484857,"(0.485083087426255, 3.157996599270736e-10)","SpearmanrResult(correlation=0.5005146895417574, pvalue=6.931796904054352e-11)"
237,báo_ân,trả_thù,0.47541254837845515,"(0.09284643615522245, 0.2584500020751496)","SpearmanrResult(correlation=0.14517445219787545, pvalue=0.07630406499350628)"
238,vững_tâm,vững_lòng,2.3133123029582032,"(0.4067864744412479, 2.396949184602677e-07)","SpearmanrResult(correlation=0.370080448019912, pvalue=3.1436049106343676e-06)"
239,cũ_rích,mới_mẻ,1.249075993036443,"(0.190802015657266, 0.019344845877296287)","SpearmanrResult(correlation=0.16132094759767102, pvalue=0.04858917378698579)"
240,lành,kẹt,0.2161052926145299,"(0.022409973890382573, 0.7854658053188325)","SpearmanrResult(correlation=0.05307435886039379, pvalue=0.5188995899324689)"
241,tù,ngục,2.4900539249830627,"(0.3090091010801284, 0.00011932415731423157)","SpearmanrResult(correlation=0.28982088092804126, pvalue=0.0003214179427943076)"
242,dày_cộp,mỏng_tang,1.9157903334860231,"(0.3169593644296888, 7.75471494305304e-05)","SpearmanrResult(correlation=0.2693399706653629, pvalue=0.0008593216771007663)"
243,cây_trồng,thầy_thuốc_nhân_dân,0.556862620861671,"(0.08745538417744222, 0.28724465065428345)","SpearmanrResult(correlation=0.06100004444641984, pvalue=0.4583684825854508)"
244,điều_hành,lục_lọi,0.09404583510041162,"(0.01120320805603462, 0.8917681948650084)","SpearmanrResult(correlation=0.04403573492155207, pvalue=0.5925991245342015)"
245,tự_do,phần_cứng,0.023304284614975045,"(-0.0018186621887536065, 0.9823780321538027)","SpearmanrResult(correlation=0.02583759278190142, pvalue=0.7536351225531854)"
246,thu_ngân,dân_cư,0.718938284054528,"(0.11031972062367444, 0.17896836929959706)","SpearmanrResult(correlation=0.14880839148406597, pvalue=0.06915444082664736)"
247,cắt,tẩm,0.6943745842265244,"(0.10557440039412394, 0.1985139430622092)","SpearmanrResult(correlation=0.0688866171829859, pvalue=0.4022424093102026)"
248,nghị_quyết,tài_liệu,1.3089964741909794,"(0.16131521685185424, 0.048597275682134795)","SpearmanrResult(correlation=0.12356282501444509, pvalue=0.1319520235222382)"
249,ăn_nhậu,nhậu_nhẹt,5.9203733834061145,"(0.7274885703887581, 5.48155217306153e-26)","SpearmanrResult(correlation=0.6990621805413574, pvalue=2.5783861771695328e-23)"
250,gắn_kết,liên_kết,5.041038096434446,"(0.6905876637060903, 1.4070518690837161e-22)","SpearmanrResult(correlation=0.634223743277479, pvalue=2.9691400934522188e-18)"
251,máy_tính,bộ_vi_xử_lý,3.8534430442675482,"(0.5059181154667307, 4.0028426409877854e-11)","SpearmanrResult(correlation=0.47244944219743107, pvalue=1.0344165411221581e-09)"
252,cải_thiện,thuần_hoá,1.2174942581089512,"(0.20933591659106957, 0.010142479523012247)","SpearmanrResult(correlation=0.24168718609715986, pvalue=0.0028863350492742395)"
253,năng_lực,tột_độ,-0.09603520848418093,"(-0.014954317519932425, 0.8558729171044578)","SpearmanrResult(correlation=0.009559535979376862, pvalue=0.9075707934144497)"
254,an_dưỡng,tĩnh_dưỡng,3.255574751197389,"(0.5469785653815534, 4.4278384178176675e-13)","SpearmanrResult(correlation=0.4717738566158496, pvalue=1.100688016399131e-09)"
255,di_chuyển,dời,2.6632023486505356,"(0.3423658130050278, 1.80000171336234e-05)","SpearmanrResult(correlation=0.33440241788523933, pvalue=2.884905291910396e-05)"
256,ngoài,trong,0.6454516367130463,"(0.12115966398655705, 0.1396944271824667)","SpearmanrResult(correlation=0.1390977376772301, pvalue=0.08958254989989103)"
257,cặp,đôi,2.2477134702669423,"(0.37452709115031063, 2.3395295261558523e-06)","SpearmanrResult(correlation=0.36411040490688473, pvalue=4.642078261890937e-06)"
258,cẳng,bắp_chân,2.3125685088600334,"(0.30273870478111936, 0.00016620670079867564)","SpearmanrResult(correlation=0.287740788479488, pvalue=0.00035640398652591476)"
259,chiến_tranh,hoà_bình,2.4408869283313566,"(0.3465161784057676, 1.4004432988305858e-05)","SpearmanrResult(correlation=0.3758549268856394, pvalue=2.1401614355544066e-06)"
260,đau_đớn,làm_phiền,0.5188014686807151,"(0.06909363842418058, 0.400826306518659)","SpearmanrResult(correlation=0.0831556958087026, pvalue=0.3116916768928179)"
261,gia_tăng,lạm_phát,1.5962264178736854,"(0.19925953686452974, 0.014502427404970625)","SpearmanrResult(correlation=0.17244677541224057, pvalue=0.03484110961104268)"
262,thói,thái_độ,3.4602368560337333,"(0.43617576114078355, 2.4146350681360025e-08)","SpearmanrResult(correlation=0.4148255478021246, pvalue=1.307285333063584e-07)"
263,mô_hình,cấu_trúc,2.6947670216723885,"(0.4215486451448269, 7.777433051645645e-08)","SpearmanrResult(correlation=0.3362585003777946, pvalue=2.587524925994382e-05)"
264,mạo_danh,lừa_đảo,4.679135174424941,"(0.6085335981625671, 1.4528503836049204e-16)","SpearmanrResult(correlation=0.5819974221076493, pvalue=5.6773135394815505e-15)"
265,sếp,lãnh_đạo,2.0131379650502845,"(0.32617883459628544, 4.632855291127302e-05)","SpearmanrResult(correlation=0.29011244944219744, pvalue=0.0003167764418083153)"
266,thẻ,kỉ_vật,0.6167654415543271,"(0.11154604085904435, 0.1741557954837582)","SpearmanrResult(correlation=0.08853193475265568, pvalue=0.2813298467425948)"
267,hỏi,đáp,2.8614433612100467,"(0.403722882967, 3.007414578173405e-07)","SpearmanrResult(correlation=0.37013022801013384, pvalue=3.1333012868338204e-06)"
268,tản_bộ,di_chuyển,2.5986820904319345,"(0.3883095910273535, 9.103563558307689e-07)","SpearmanrResult(correlation=0.32264367305213565, pvalue=5.655722121258252e-05)"
269,chuệch_choạc,chệch_choạc,4.665689835715785,"(0.773299405185068, 4.356848075686064e-31)","SpearmanrResult(correlation=0.7213742833014801, pvalue=2.1959746270473697e-25)"
270,giải_thích,ngấm,0.7259211639906593,"(0.09058543633318704, 0.2702757603909006)","SpearmanrResult(correlation=0.0886741632961465, pvalue=0.2805545754851836)"
271,mách,mách_nước,3.9503256275236844,"(0.5227890514999252, 6.765063200293001e-12)","SpearmanrResult(correlation=0.5068225254455754, pvalue=3.647903341714485e-11)"
272,nước_lớn,xuất_xứ,0.7066340296831752,"(0.08337897284271073, 0.31038970617361006)","SpearmanrResult(correlation=0.07817769678652385, pvalue=0.3416429933407211)"
273,số_hoá,hoá_lỏng,1.0866752975111882,"(0.13915285193687196, 0.0894543355462737)","SpearmanrResult(correlation=0.119566202942353, pvalue=0.14501588817877534)"
274,cắt_giảm,trừ_khử,1.053737617092869,"(0.1630114752031866, 0.04624770473306982)","SpearmanrResult(correlation=0.15703275701142275, pvalue=0.05497351870519796)"
275,nhạc_nhẹ,cung_bậc,1.2991969156637966,"(0.1687345959870469, 0.03900779383087778)","SpearmanrResult(correlation=0.1707115871816525, pvalue=0.036739410182073606)"
276,túm_tụm,quần_tụ,1.854706053756815,"(0.3396426186231803, 2.1181625173745677e-05)","SpearmanrResult(correlation=0.3139250633361483, pvalue=9.154226834351268e-05)"
277,thị_giác,võng_mạc,3.7643168343592968,"(0.4505473047626919, 7.241431234411677e-09)","SpearmanrResult(correlation=0.4445939819547536, pvalue=1.2006831782075726e-08)"
278,người_làm,dân_chơi,1.1549320974853154,"(0.1537037434104036, 0.0603940448310795)","SpearmanrResult(correlation=0.116451397839904, pvalue=0.1558598170422001)"
279,phân_chia,phân_bổ,4.1568625204262695,"(0.5268742290199985, 4.333532765155793e-12)","SpearmanrResult(correlation=0.5277052313436152, pvalue=3.955282358664368e-12)"
280,xâm_nhập,xuyên,1.618098092025948,"(0.19898216640722063, 0.014642639120846332)","SpearmanrResult(correlation=0.136441619627539, pvalue=0.09593712993433785)"
281,thuộc_hạ,người_lớn,1.3326918103857688,"(0.20880205569695737, 0.010340548721256683)","SpearmanrResult(correlation=0.19889417307435886, pvalue=0.014687366498751147)"
282,dịch_chuyển,tham_gia,0.24020879246227123,"(0.03361909018280997, 0.6829660051482443)","SpearmanrResult(correlation=0.04302235654917996, pvalue=0.6011493764260708)"
283,bơi,ngụp,2.4351375164129982,"(0.438960291856166, 1.9204254184500752e-08)","SpearmanrResult(correlation=0.3971820969820881, pvalue=4.844976848511742e-07)"
284,cư_dân,người_dân,4.171059762079658,"(0.582476580412445, 5.3293022770322426e-15)","SpearmanrResult(correlation=0.5591981865860706, pvalue=1.0258131969811457e-13)"
285,khoan_thai,ung_dung,1.8227558088814184,"(0.3139147423084228, 9.159366693892304e-05)","SpearmanrResult(correlation=0.3138717276323392, pvalue=9.180817017679014e-05)"
286,xe_tải,nóc,1.0317699345709486,"(0.1332434913970891, 0.10405654420839054)","SpearmanrResult(correlation=0.09407529223521045, pvalue=0.2521738286883843)"
287,mùa_đông,đông_chí,1.8621011124987357,"(0.33360452270370516, 3.0223813483133545e-05)","SpearmanrResult(correlation=0.31351260056002495, pvalue=9.361746112474152e-05)"
288,lạc_hậu,tiên_tiến,2.31225666784366,"(0.29933272023089696, 0.00019836971290740092)","SpearmanrResult(correlation=0.26863238366149605, pvalue=0.0008878353287763987)"
289,chọc_ghẹo,biếu_xén,1.4038588357455903,"(0.25227203044423185, 0.0018433597719807473)","SpearmanrResult(correlation=0.23204409084848215, pvalue=0.0042728860308554675)"
290,nền,cận_cảnh,-0.7476593562892023,"(-0.1201233287159587, 0.14313812933417452)","SpearmanrResult(correlation=-0.13614649539979554, pvalue=0.09666470454193721)"
291,sư_tử,lăng_kính,0.06613085828359809,"(0.00974443469547099, 0.9057912136277168)","SpearmanrResult(correlation=-0.04652117871905419, pvalue=0.5718659182788459)"
292,nguyên_nhân,nguyên_do,6.032485586109907,"(0.8204860178233122, 9.072906798634411e-38)","SpearmanrResult(correlation=0.8090901817858572, pvalue=5.494291887886875e-36)"
293,dữ,hiền,0.8299338707582118,"(0.14686873731237027, 0.072899687253337)","SpearmanrResult(correlation=0.1701142272989911, pvalue=0.037412783764585185)"
294,phần_phụ,bộ_phận,1.111001864206887,"(0.18498282014828538, 0.023438539763263044)","SpearmanrResult(correlation=0.15453309035957155, pvalue=0.05900423971121863)"
295,anh_dũng,dũng_mãnh,0.9163662358428083,"(0.1485219644938844, 0.06969744484094649)","SpearmanrResult(correlation=0.14136272723232146, pvalue=0.08443282168640849)"
296,buôn_bán,vận_tải,1.2696990856596766,"(0.19077386718460793, 0.019363053643193552)","SpearmanrResult(correlation=0.18570247566558515, pvalue=0.022894980492504796)"
297,đâm_sầm,phóng,1.6144800397211132,"(0.3247961516378068, 5.010290550677543e-05)","SpearmanrResult(correlation=0.26918351926752304, pvalue=0.000865552838576971)"
298,bò,đi,-0.004628076083606762,"(-0.0007887389683393486, 0.992356996772701)","SpearmanrResult(correlation=-0.019323525490021778, pvalue=0.8144369302444822)"
299,nội_tiết,luồng,0.042882547153435674,"(0.004519920646897444, 0.9562223672510942)","SpearmanrResult(correlation=0.013332148095470911, pvalue=0.871364095657818)"
300,dị_ứng,lương_tri,-0.08589243492308218,"(-0.011943340810542723, 0.884665897502888)","SpearmanrResult(correlation=0.0007378105693586381, pvalue=0.9928504873513748)"
301,vặn,vặn_vẹo,2.2092811957956178,"(0.33033159433266784, 3.653418456722182e-05)","SpearmanrResult(correlation=0.3376203386817192, pvalue=2.3879528637036235e-05)"
302,lùng_bùng,vắng_ngắt,0.7015128414428348,"(0.17919368633884883, 0.02822842097362907)","SpearmanrResult(correlation=0.1783457042535224, pvalue=0.028995761618208438)"
303,chê,khen,2.2749419611846564,"(0.25746334964892903, 0.0014692598981553633)","SpearmanrResult(correlation=0.2068127472332104, pvalue=0.011108931520578003)"
304,tượng_đài,bảng_tổng_sắp,0.5751648646963384,"(0.06480390906124456, 0.4307717789676075)","SpearmanrResult(correlation=0.07639628427930131, pvalue=0.352790018866892)"
305,người_yêu,tình_nhân,2.8972994947773145,"(0.4077355341513478, 2.2332317691204783e-07)","SpearmanrResult(correlation=0.3566042935241567, pvalue=7.495398477085845e-06)"
306,thiện_cảm,ác_cảm,5.761433601079223,"(0.5947261826091167, 1.0204314012249275e-15)","SpearmanrResult(correlation=0.534653095693142, pvalue=1.825101333144689e-12)"
307,trau_chuốt,phát_triển,0.9080465135443134,"(0.12788940903811807, 0.11884794651169314)","SpearmanrResult(correlation=0.13510111560513802, pvalue=0.09927709599655435)"
308,gươm,lưỡi,2.041538415677896,"(0.254302864818374, 0.0016877569492003443)","SpearmanrResult(correlation=0.2520236454953554, pvalue=0.0018632607084020656)"
309,bánh_xe,vành,3.303723508223757,"(0.46468342004543073, 2.095071708023343e-09)","SpearmanrResult(correlation=0.4162940575136673, pvalue=1.1682259959714088e-07)"
310,tượng_đài,phân_bón,-0.6190291628229825,"(-0.08591612334996009, 0.29584502020755404)","SpearmanrResult(correlation=-0.054631761411618296, pvalue=0.5066912695752488)"
311,nạc,búi,1.1735411613962197,"(0.14560666407279413, 0.07542364699409553)","SpearmanrResult(correlation=0.1388452820125339, pvalue=0.09017171998580191)"
312,khung_thành,cầu_môn,9.63297331069387,"(0.9060409022211326, 3.8508481957004396e-57)","SpearmanrResult(correlation=0.8982817014089516, pvalue=1.0190472368582292e-54)"
313,kĩ,sơ_sài,3.229185050733303,"(0.3599360786499009, 6.06849063054795e-06)","SpearmanrResult(correlation=0.3709978221254278, pvalue=2.9587916718735852e-06)"
314,buồn,vui,3.877174608859859,"(0.6306840814798169, 5.185678416455395e-18)","SpearmanrResult(correlation=0.5764469531979198, pvalue=1.1725451930414314e-14)"
315,nhược_điểm,ưu_điểm,5.761639702114741,"(0.6970005826727206, 3.917324851974644e-23)","SpearmanrResult(correlation=0.6839006178052359, pvalue=5.154834148743957e-22)"
316,quan_hệ,trạng_thái,1.3204738286716204,"(0.17963919972530604, 0.027832262188476647)","SpearmanrResult(correlation=0.16842526334503757, pvalue=0.03937315769042564)"
317,đong_đưa,vung_vẩy,1.7797654560001779,"(0.37246469653503855, 2.68454994269251e-06)","SpearmanrResult(correlation=0.3322298768834171, pvalue=3.2737876182950556e-05)"
318,bừa_bãi,gọn_ghẽ,1.11046470233758,"(0.16394143147573303, 0.045000269862200785)","SpearmanrResult(correlation=0.14184630428019024, pvalue=0.08336467550280348)"
319,nhà_thơ,thi_nhân,4.305495385571678,"(0.6529483663091795, 1.3731997216724523e-19)","SpearmanrResult(correlation=0.663480154673541, pvalue=2.211740768455704e-20)"
320,máy_tính,vi_xử_lý,3.318918684996775,"(0.43378949167036635, 2.9334088889533654e-08)","SpearmanrResult(correlation=0.42321347615449584, pvalue=6.826901879100166e-08)"
321,né_tránh,hích,0.5851521726852719,"(0.08674692972742509, 0.2911820571548855)","SpearmanrResult(correlation=0.06876927863460598, pvalue=0.4030463659046454)"
322,địch,ta,2.0361224060809433,"(0.3392965797576466, 2.1621919006911757e-05)","SpearmanrResult(correlation=0.34256989199519977, pvalue=1.7780705073058107e-05)"
